ioc_id,pattern_code,pattern_name,pincode,district,state,date_detected,first_date,last_date,risk_score,risk_level,indicator_value,threshold,description,recommended_action,alert_id,alert_status,assigned_to,created_at,priority
IOC-MES-001985,MES,Mass Enrollment Spike,193224,Kupwara,Jammu And Kashmir,2026-01-12,2025-09-01 00:00:00,2025-12-31 00:00:00,4.515911984496784,MEDIUM,14.8,4.0,Enrollment velocity 14.80x exceeds threshold of 4.0x,Add to weekly review queue. Monitor for escalation.,ALERT-003089,OPEN,UNASSIGNED,2026-01-12 19:38:53,3
IOC-BIO-022184,BIO,Biometric Churn,385310,Banaskantha,Gujarat,2026-01-12,2025-04-01 00:00:00,2025-12-31 00:00:00,4.659899769043817,MEDIUM,7.189235127478754,0.3,Biometric recapture ratio 718.9% exceeds threshold of 30%,Track operator patterns over next 30 days.,ALERT-002878,OPEN,UNASSIGNED,2026-01-12 19:38:53,3
IOC-DMS-009010,DMS,Demographic Surge,385310,Banaskantha,Gujarat,2026-01-12,2025-04-01 00:00:00,2025-12-31 00:00:00,4.659899769043817,MEDIUM,10.265700483091788,3.0,Demographic update velocity 10.27x exceeds threshold of 3.0x,Flag for next monthly audit cycle.,ALERT-002879,OPEN,UNASSIGNED,2026-01-12 19:38:53,3
IOC-MES-001535,MES,Mass Enrollment Spike,385310,Banaskantha,Gujarat,2026-01-12,2025-04-01 00:00:00,2025-12-31 00:00:00,4.659899769043817,MEDIUM,39.22222222222222,4.0,Enrollment velocity 39.22x exceeds threshold of 4.0x,Add to weekly review queue. Monitor for escalation.,ALERT-002880,OPEN,UNASSIGNED,2026-01-12 19:38:53,3
IOC-BIO-041202,BIO,Biometric Churn,273305,Maharajganj,Uttar Pradesh,2026-01-12,2025-04-01 00:00:00,2025-12-31 00:00:00,4.658141762794404,MEDIUM,3.0594752186588923,0.3,Biometric recapture ratio 305.9% exceeds threshold of 30%,Track operator patterns over next 30 days.,ALERT-002881,OPEN,UNASSIGNED,2026-01-12 19:38:53,3
IOC-MES-005987,MES,Mass Enrollment Spike,273305,Maharajganj,Uttar Pradesh,2026-01-12,2025-04-01 00:00:00,2025-12-31 00:00:00,4.658141762794404,MEDIUM,38.111111111111114,4.0,Enrollment velocity 38.11x exceeds threshold of 4.0x,Add to weekly review queue. Monitor for escalation.,ALERT-002882,OPEN,UNASSIGNED,2026-01-12 19:38:53,3
IOC-DMS-015019,DMS,Demographic Surge,273305,Maharajganj,Uttar Pradesh,2026-01-12,2025-04-01 00:00:00,2025-12-31 00:00:00,4.658141762794404,MEDIUM,16.8743961352657,3.0,Demographic update velocity 16.87x exceeds threshold of 3.0x,Flag for next monthly audit cycle.,ALERT-002883,OPEN,UNASSIGNED,2026-01-12 19:38:53,3
IOC-CPS-045680,CPS,Coordinated PIN Spike,385310,Banaskantha,Gujarat,2026-01-12,2025-04-01 00:00:00,2025-12-31 00:00:00,4.659899769043817,MEDIUM,21.58582581954109,6.0,"Coordinated spike: Enrollment 39.2x, Demo 10.3x, Bio 15.3x",Establish baseline. Track for potential escalation.,ALERT-002877,OPEN,UNASSIGNED,2026-01-12 19:38:53,3
IOC-CPS-048688,CPS,Coordinated PIN Spike,273305,Maharajganj,Uttar Pradesh,2026-01-12,2025-04-01 00:00:00,2025-12-31 00:00:00,4.658141762794404,MEDIUM,20.43319555625316,6.0,"Coordinated spike: Enrollment 38.1x, Demo 16.9x, Bio 6.3x",Establish baseline. Track for potential escalation.,ALERT-002884,OPEN,UNASSIGNED,2026-01-12 19:38:53,3
IOC-MES-000807,MES,Mass Enrollment Spike,842001,Muzaffarpur,Bihar,2026-01-12,2025-04-01 00:00:00,2025-12-31 00:00:00,4.657919475772389,MEDIUM,34.84444444444444,4.0,Enrollment velocity 34.84x exceeds threshold of 4.0x,Add to weekly review queue. Monitor for escalation.,ALERT-002886,OPEN,UNASSIGNED,2026-01-12 19:38:53,3
IOC-BIO-020634,BIO,Biometric Churn,842001,Muzaffarpur,Bihar,2026-01-12,2025-04-01 00:00:00,2025-12-31 00:00:00,4.657919475772389,MEDIUM,5.0248724489795915,0.3,Biometric recapture ratio 502.5% exceeds threshold of 30%,Track operator patterns over next 30 days.,ALERT-002887,OPEN,UNASSIGNED,2026-01-12 19:38:53,3
IOC-DMS-008171,DMS,Demographic Surge,842001,Muzaffarpur,Bihar,2026-01-12,2025-04-01 00:00:00,2025-12-31 00:00:00,4.657919475772389,MEDIUM,16.8743961352657,3.0,Demographic update velocity 16.87x exceeds threshold of 3.0x,Flag for next monthly audit cycle.,ALERT-002888,OPEN,UNASSIGNED,2026-01-12 19:38:53,3
IOC-BIO-034998,BIO,Biometric Churn,302016,Jaipur,Rajasthan,2026-01-12,2025-04-01 00:00:00,2025-12-31 00:00:00,4.657323415472018,MEDIUM,7.968275862068966,0.3,Biometric recapture ratio 796.8% exceeds threshold of 30%,Track operator patterns over next 30 days.,ALERT-002889,OPEN,UNASSIGNED,2026-01-12 19:38:53,3
IOC-MES-004310,MES,Mass Enrollment Spike,302016,Jaipur,Rajasthan,2026-01-12,2025-04-01 00:00:00,2025-12-31 00:00:00,4.657323415472018,MEDIUM,32.22222222222222,4.0,Enrollment velocity 32.22x exceeds threshold of 4.0x,Add to weekly review queue. Monitor for escalation.,ALERT-002890,OPEN,UNASSIGNED,2026-01-12 19:38:53,3
IOC-DMS-012692,DMS,Demographic Surge,302016,Jaipur,Rajasthan,2026-01-12,2025-04-01 00:00:00,2025-12-31 00:00:00,4.657323415472018,MEDIUM,18.241545893719806,3.0,Demographic update velocity 18.24x exceeds threshold of 3.0x,Flag for next monthly audit cycle.,ALERT-002891,OPEN,UNASSIGNED,2026-01-12 19:38:53,3
IOC-CPS-045099,CPS,Coordinated PIN Spike,842001,Muzaffarpur,Bihar,2026-01-12,2025-04-01 00:00:00,2025-12-31 00:00:00,4.657919475772389,MEDIUM,20.40006278449223,6.0,"Coordinated spike: Enrollment 34.8x, Demo 16.9x, Bio 9.5x",Establish baseline. Track for potential escalation.,ALERT-002885,OPEN,UNASSIGNED,2026-01-12 19:38:53,3
IOC-MES-000961,MES,Mass Enrollment Spike,821113,Rohtas,Bihar,2026-01-12,2025-09-01 00:00:00,2025-12-31 00:00:00,4.661135560786617,MEDIUM,19.57777777777778,4.0,Enrollment velocity 19.58x exceeds threshold of 4.0x,Add to weekly review queue. Monitor for escalation.,ALERT-002876,OPEN,UNASSIGNED,2026-01-12 19:38:53,3
IOC-CPS-045208,CPS,Coordinated PIN Spike,821113,Rohtas,Bihar,2026-01-12,2025-09-01 00:00:00,2025-12-31 00:00:00,4.661135560786617,MEDIUM,19.29573065452833,6.0,"Coordinated spike: Enrollment 19.6x, Demo 25.0x, Bio 13.3x",Establish baseline. Track for potential escalation.,ALERT-002875,OPEN,UNASSIGNED,2026-01-12 19:38:53,3
IOC-BIO-020897,BIO,Biometric Churn,821113,Rohtas,Bihar,2026-01-12,2025-09-01 00:00:00,2025-12-31 00:00:00,4.661135560786617,MEDIUM,12.515323496027241,0.3,Biometric recapture ratio 1251.5% exceeds threshold of 30%,Track operator patterns over next 30 days.,ALERT-002874,OPEN,UNASSIGNED,2026-01-12 19:38:53,3
IOC-DMS-009066,DMS,Demographic Surge,389151,Dohad,Gujarat,2026-01-12,2025-06-01 00:00:00,2025-12-31 00:00:00,4.670361621014997,MEDIUM,4.5,3.0,Demographic update velocity 4.50x exceeds threshold of 3.0x,Flag for next monthly audit cycle.,ALERT-002859,OPEN,UNASSIGNED,2026-01-12 19:38:53,3
IOC-CPS-045715,CPS,Coordinated PIN Spike,389151,Dohad,Gujarat,2026-01-12,2025-06-01 00:00:00,2025-12-31 00:00:00,4.670361621014997,MEDIUM,23.593916298970452,6.0,"Coordinated spike: Enrollment 59.6x, Demo 4.5x, Bio 6.7x",Establish baseline. Track for potential escalation.,ALERT-002860,OPEN,UNASSIGNED,2026-01-12 19:38:53,3
IOC-DMS-014198,DMS,Demographic Surge,271825,Bahraich,Uttar Pradesh,2026-01-12,2025-06-01 00:00:00,2025-12-31 00:00:00,4.668101204356502,MEDIUM,20.454106280193237,3.0,Demographic update velocity 20.45x exceeds threshold of 3.0x,Flag for next monthly audit cycle.,ALERT-002861,OPEN,UNASSIGNED,2026-01-12 19:38:53,3
IOC-MES-005300,MES,Mass Enrollment Spike,271825,Bahraich,Uttar Pradesh,2026-01-12,2025-06-01 00:00:00,2025-12-31 00:00:00,4.668101204356502,MEDIUM,38.266666666666666,4.0,Enrollment velocity 38.27x exceeds threshold of 4.0x,Add to weekly review queue. Monitor for escalation.,ALERT-002862,OPEN,UNASSIGNED,2026-01-12 19:38:53,3
IOC-CPS-048172,CPS,Coordinated PIN Spike,271825,Bahraich,Uttar Pradesh,2026-01-12,2025-06-01 00:00:00,2025-12-31 00:00:00,4.668101204356502,MEDIUM,23.248681234994212,6.0,"Coordinated spike: Enrollment 38.3x, Demo 20.5x, Bio 11.0x",Establish baseline. Track for potential escalation.,ALERT-002863,OPEN,UNASSIGNED,2026-01-12 19:38:53,3
IOC-BIO-040038,BIO,Biometric Churn,271825,Bahraich,Uttar Pradesh,2026-01-12,2025-06-01 00:00:00,2025-12-31 00:00:00,4.668101204356502,MEDIUM,5.320557491289199,0.3,Biometric recapture ratio 532.1% exceeds threshold of 30%,Track operator patterns over next 30 days.,ALERT-002864,OPEN,UNASSIGNED,2026-01-12 19:38:53,3
IOC-BIO-042149,BIO,Biometric Churn,262308,Udham Singh Nagar,Uttarakhand,2026-01-12,2025-09-01 00:00:00,2025-12-31 00:00:00,4.664792094869037,MEDIUM,26.297680412371133,0.3,Biometric recapture ratio 2629.8% exceeds threshold of 30%,Track operator patterns over next 30 days.,ALERT-002865,OPEN,UNASSIGNED,2026-01-12 19:38:53,3
IOC-DMS-015510,DMS,Demographic Surge,262308,Udham Singh Nagar,Uttarakhand,2026-01-12,2025-09-01 00:00:00,2025-12-31 00:00:00,4.664792094869037,MEDIUM,47.06280193236715,3.0,Demographic update velocity 47.06x exceeds threshold of 3.0x,Flag for next monthly audit cycle.,ALERT-002866,OPEN,UNASSIGNED,2026-01-12 19:38:53,3
IOC-CPS-048989,CPS,Coordinated PIN Spike,262308,Udham Singh Nagar,Uttarakhand,2026-01-12,2025-09-01 00:00:00,2025-12-31 00:00:00,4.664792094869037,MEDIUM,29.621468808315456,6.0,"Coordinated spike: Enrollment 17.2x, Demo 47.1x, Bio 24.6x",Establish baseline. Track for potential escalation.,ALERT-002867,OPEN,UNASSIGNED,2026-01-12 19:38:53,3
IOC-MES-006403,MES,Mass Enrollment Spike,262308,Udham Singh Nagar,Uttarakhand,2026-01-12,2025-09-01 00:00:00,2025-12-31 00:00:00,4.664792094869037,MEDIUM,17.244444444444444,4.0,Enrollment velocity 17.24x exceeds threshold of 4.0x,Add to weekly review queue. Monitor for escalation.,ALERT-002868,OPEN,UNASSIGNED,2026-01-12 19:38:53,3
IOC-BIO-034989,BIO,Biometric Churn,302002,Jaipur,Rajasthan,2026-01-12,2025-04-01 00:00:00,2025-12-31 00:00:00,4.664575184189104,MEDIUM,10.010664479081214,0.3,Biometric recapture ratio 1001.1% exceeds threshold of 30%,Track operator patterns over next 30 days.,ALERT-002869,OPEN,UNASSIGNED,2026-01-12 19:38:53,3
IOC-MES-004303,MES,Mass Enrollment Spike,302002,Jaipur,Rajasthan,2026-01-12,2025-04-01 00:00:00,2025-12-31 00:00:00,4.664575184189104,MEDIUM,27.08888888888889,4.0,Enrollment velocity 27.09x exceeds threshold of 4.0x,Add to weekly review queue. Monitor for escalation.,ALERT-002870,OPEN,UNASSIGNED,2026-01-12 19:38:53,3
IOC-CPS-047635,CPS,Coordinated PIN Spike,302002,Jaipur,Rajasthan,2026-01-12,2025-04-01 00:00:00,2025-12-31 00:00:00,4.664575184189104,MEDIUM,22.71278013219624,6.0,"Coordinated spike: Enrollment 27.1x, Demo 26.4x, Bio 14.7x",Establish baseline. Track for potential escalation.,ALERT-002871,OPEN,UNASSIGNED,2026-01-12 19:38:53,3
IOC-DMS-012685,DMS,Demographic Surge,302002,Jaipur,Rajasthan,2026-01-12,2025-04-01 00:00:00,2025-12-31 00:00:00,4.664575184189104,MEDIUM,26.364734299516908,3.0,Demographic update velocity 26.36x exceeds threshold of 3.0x,Flag for next monthly audit cycle.,ALERT-002872,OPEN,UNASSIGNED,2026-01-12 19:38:53,3
IOC-DMS-008337,DMS,Demographic Surge,821113,Rohtas,Bihar,2026-01-12,2025-09-01 00:00:00,2025-12-31 00:00:00,4.661135560786617,MEDIUM,25.041062801932366,3.0,Demographic update velocity 25.04x exceeds threshold of 3.0x,Flag for next monthly audit cycle.,ALERT-002873,OPEN,UNASSIGNED,2026-01-12 19:38:53,3
IOC-CPS-047641,CPS,Coordinated PIN Spike,302016,Jaipur,Rajasthan,2026-01-12,2025-04-01 00:00:00,2025-12-31 00:00:00,4.657323415472018,MEDIUM,21.455832853729575,6.0,"Coordinated spike: Enrollment 32.2x, Demo 18.2x, Bio 13.9x",Establish baseline. Track for potential escalation.,ALERT-002892,OPEN,UNASSIGNED,2026-01-12 19:38:53,3
IOC-DMS-014384,DMS,Demographic Surge,243635,Budaun,Uttar Pradesh,2026-01-12,2025-07-01 00:00:00,2025-12-31 00:00:00,4.652611298173266,MEDIUM,24.59903381642512,3.0,Demographic update velocity 24.60x exceeds threshold of 3.0x,Flag for next monthly audit cycle.,ALERT-002893,OPEN,UNASSIGNED,2026-01-12 19:38:53,3
IOC-CPS-048302,CPS,Coordinated PIN Spike,243635,Budaun,Uttar Pradesh,2026-01-12,2025-07-01 00:00:00,2025-12-31 00:00:00,4.652611298173266,MEDIUM,22.2985949063174,6.0,"Coordinated spike: Enrollment 31.9x, Demo 24.6x, Bio 10.4x",Establish baseline. Track for potential escalation.,ALERT-002894,OPEN,UNASSIGNED,2026-01-12 19:38:53,3
IOC-BIO-040307,BIO,Biometric Churn,243635,Budaun,Uttar Pradesh,2026-01-12,2025-07-01 00:00:00,2025-12-31 00:00:00,4.652611298173266,MEDIUM,5.99304105775922,0.3,Biometric recapture ratio 599.3% exceeds threshold of 30%,Track operator patterns over next 30 days.,ALERT-002895,OPEN,UNASSIGNED,2026-01-12 19:38:53,3
IOC-BIO-020791,BIO,Biometric Churn,803201,Patna,Bihar,2026-01-12,2025-04-01 00:00:00,2025-12-31 00:00:00,4.63613736827096,MEDIUM,8.889492753623188,0.3,Biometric recapture ratio 888.9% exceeds threshold of 30%,Track operator patterns over next 30 days.,ALERT-002915,OPEN,UNASSIGNED,2026-01-12 19:38:53,3
IOC-CPS-045171,CPS,Coordinated PIN Spike,803201,Patna,Bihar,2026-01-12,2025-04-01 00:00:00,2025-12-31 00:00:00,4.63613736827096,MEDIUM,20.87688019207404,6.0,"Coordinated spike: Enrollment 24.5x, Demo 26.3x, Bio 11.8x",Establish baseline. Track for potential escalation.,ALERT-002916,OPEN,UNASSIGNED,2026-01-12 19:38:53,3
IOC-CPS-044793,CPS,Coordinated PIN Spike,854334,Araria,Bihar,2026-01-12,2025-09-01 00:00:00,2025-12-31 00:00:00,4.631253984272537,MEDIUM,26.18771400501113,6.0,"Coordinated spike: Enrollment 23.8x, Demo 35.2x, Bio 19.6x",Establish baseline. Track for potential escalation.,ALERT-002917,OPEN,UNASSIGNED,2026-01-12 19:38:53,3
IOC-BIO-020059,BIO,Biometric Churn,854334,Araria,Bihar,2026-01-12,2025-09-01 00:00:00,2025-12-31 00:00:00,4.631253984272537,MEDIUM,15.200934579439252,0.3,Biometric recapture ratio 1520.1% exceeds threshold of 30%,Track operator patterns over next 30 days.,ALERT-002918,OPEN,UNASSIGNED,2026-01-12 19:38:53,3
IOC-MES-000436,MES,Mass Enrollment Spike,854334,Araria,Bihar,2026-01-12,2025-09-01 00:00:00,2025-12-31 00:00:00,4.631253984272537,MEDIUM,23.77777777777778,4.0,Enrollment velocity 23.78x exceeds threshold of 4.0x,Add to weekly review queue. Monitor for escalation.,ALERT-002919,OPEN,UNASSIGNED,2026-01-12 19:38:53,3
IOC-DMS-007769,DMS,Demographic Surge,854334,Araria,Bihar,2026-01-12,2025-09-01 00:00:00,2025-12-31 00:00:00,4.631253984272537,MEDIUM,35.21256038647343,3.0,Demographic update velocity 35.21x exceeds threshold of 3.0x,Flag for next monthly audit cycle.,ALERT-002920,OPEN,UNASSIGNED,2026-01-12 19:38:53,3
IOC-CPS-045962,CPS,Coordinated PIN Spike,192301,Pulwama,Jammu And Kashmir,2026-01-12,2025-09-01 00:00:00,2025-12-31 00:00:00,4.626094085031001,MEDIUM,19.335989466157415,6.0,"Coordinated spike: Enrollment 18.4x, Demo 25.6x, Bio 14.1x",Establish baseline. Track for potential escalation.,ALERT-002922,OPEN,UNASSIGNED,2026-01-12 19:38:53,3
IOC-MES-001989,MES,Mass Enrollment Spike,192301,Pulwama,Jammu And Kashmir,2026-01-12,2025-09-01 00:00:00,2025-12-31 00:00:00,4.626094085031001,MEDIUM,18.377777777777776,4.0,Enrollment velocity 18.38x exceeds threshold of 4.0x,Add to weekly review queue. Monitor for escalation.,ALERT-002923,OPEN,UNASSIGNED,2026-01-12 19:38:53,3
IOC-BIO-024284,BIO,Biometric Churn,192301,Pulwama,Jammu And Kashmir,2026-01-12,2025-09-01 00:00:00,2025-12-31 00:00:00,4.626094085031001,MEDIUM,14.135429262394196,0.3,Biometric recapture ratio 1413.5% exceeds threshold of 30%,Track operator patterns over next 30 days.,ALERT-002924,OPEN,UNASSIGNED,2026-01-12 19:38:53,3
IOC-DMS-009514,DMS,Demographic Surge,192301,Pulwama,Jammu And Kashmir,2026-01-12,2025-09-01 00:00:00,2025-12-31 00:00:00,4.626094085031001,MEDIUM,25.56280193236715,3.0,Demographic update velocity 25.56x exceeds threshold of 3.0x,Flag for next monthly audit cycle.,ALERT-002925,OPEN,UNASSIGNED,2026-01-12 19:38:53,3
IOC-BIO-042151,BIO,Biometric Churn,262401,Udham Singh Nagar,Uttarakhand,2026-01-12,2025-09-01 00:00:00,2025-12-31 00:00:00,4.625189296114499,MEDIUM,20.835566382460414,0.3,Biometric recapture ratio 2083.6% exceeds threshold of 30%,Track operator patterns over next 30 days.,ALERT-002926,OPEN,UNASSIGNED,2026-01-12 19:38:53,3
IOC-MES-006404,MES,Mass Enrollment Spike,262401,Udham Singh Nagar,Uttarakhand,2026-01-12,2025-09-01 00:00:00,2025-12-31 00:00:00,4.625189296114499,MEDIUM,18.244444444444444,4.0,Enrollment velocity 18.24x exceeds threshold of 4.0x,Add to weekly review queue. Monitor for escalation.,ALERT-002927,OPEN,UNASSIGNED,2026-01-12 19:38:53,3
IOC-CPS-048990,CPS,Coordinated PIN Spike,262401,Udham Singh Nagar,Uttarakhand,2026-01-12,2025-09-01 00:00:00,2025-12-31 00:00:00,4.625189296114499,MEDIUM,24.75790881133841,6.0,"Coordinated spike: Enrollment 18.2x, Demo 35.4x, Bio 20.6x",Establish baseline. Track for potential escalation.,ALERT-002928,OPEN,UNASSIGNED,2026-01-12 19:38:53,3
IOC-DMS-015512,DMS,Demographic Surge,262401,Udham Singh Nagar,Uttarakhand,2026-01-12,2025-09-01 00:00:00,2025-12-31 00:00:00,4.625189296114499,MEDIUM,35.44444444444444,3.0,Demographic update velocity 35.44x exceeds threshold of 3.0x,Flag for next monthly audit cycle.,ALERT-002929,OPEN,UNASSIGNED,2026-01-12 19:38:53,3
IOC-DMS-013628,DMS,Demographic Surge,500052,K.V. Rangareddy,Telangana,2026-01-12,2025-09-01 00:00:00,2025-12-31 00:00:00,4.623810616153878,MEDIUM,22.44927536231884,3.0,Demographic update velocity 22.45x exceeds threshold of 3.0x,Flag for next monthly audit cycle.,ALERT-002930,OPEN,UNASSIGNED,2026-01-12 19:38:53,3
IOC-DMS-008285,DMS,Demographic Surge,803201,Patna,Bihar,2026-01-12,2025-04-01 00:00:00,2025-12-31 00:00:00,4.63613736827096,MEDIUM,26.28743961352657,3.0,Demographic update velocity 26.29x exceeds threshold of 3.0x,Flag for next monthly audit cycle.,ALERT-002914,OPEN,UNASSIGNED,2026-01-12 19:38:53,3
IOC-MES-001599,MES,Mass Enrollment Spike,389151,Dohad,Gujarat,2026-01-12,2025-06-01 00:00:00,2025-12-31 00:00:00,4.670361621014997,MEDIUM,59.577777777777776,4.0,Enrollment velocity 59.58x exceeds threshold of 4.0x,Add to weekly review queue. Monitor for escalation.,ALERT-002858,OPEN,UNASSIGNED,2026-01-12 19:38:53,3
IOC-MES-000908,MES,Mass Enrollment Spike,803201,Patna,Bihar,2026-01-12,2025-04-01 00:00:00,2025-12-31 00:00:00,4.63613736827096,MEDIUM,24.533333333333335,4.0,Enrollment velocity 24.53x exceeds threshold of 4.0x,Add to weekly review queue. Monitor for escalation.,ALERT-002913,OPEN,UNASSIGNED,2026-01-12 19:38:53,3
IOC-DMS-008754,DMS,Demographic Surge,493445,Mahasamund,Chhattisgarh,2026-01-12,2025-09-01 00:00:00,2025-12-31 00:00:00,4.644228988034983,MEDIUM,93.987922705314,3.0,Demographic update velocity 93.99x exceeds threshold of 3.0x,Flag for next monthly audit cycle.,ALERT-002911,OPEN,UNASSIGNED,2026-01-12 19:38:53,3
IOC-MES-005464,MES,Mass Enrollment Spike,243635,Budaun,Uttar Pradesh,2026-01-12,2025-07-01 00:00:00,2025-12-31 00:00:00,4.652611298173266,MEDIUM,31.933333333333334,4.0,Enrollment velocity 31.93x exceeds threshold of 4.0x,Add to weekly review queue. Monitor for escalation.,ALERT-002896,OPEN,UNASSIGNED,2026-01-12 19:38:53,3
IOC-MES-001355,MES,Mass Enrollment Spike,497116,Surguja,Chhattisgarh,2026-01-12,2025-09-01 00:00:00,2025-12-29 00:00:00,4.6520689200092304,MEDIUM,14.355555555555556,4.0,Enrollment velocity 14.36x exceeds threshold of 4.0x,Add to weekly review queue. Monitor for escalation.,ALERT-002897,OPEN,UNASSIGNED,2026-01-12 19:38:53,3
IOC-BIO-021661,BIO,Biometric Churn,497116,Surguja,Chhattisgarh,2026-01-12,2025-09-01 00:00:00,2025-12-29 00:00:00,4.6520689200092304,MEDIUM,22.015479876160992,0.3,Biometric recapture ratio 2201.5% exceeds threshold of 30%,Track operator patterns over next 30 days.,ALERT-002898,OPEN,UNASSIGNED,2026-01-12 19:38:53,3
IOC-DMS-008836,DMS,Demographic Surge,497116,Surguja,Chhattisgarh,2026-01-12,2025-09-01 00:00:00,2025-12-29 00:00:00,4.6520689200092304,MEDIUM,58.231884057971016,3.0,Demographic update velocity 58.23x exceeds threshold of 3.0x,Flag for next monthly audit cycle.,ALERT-002899,OPEN,UNASSIGNED,2026-01-12 19:38:53,3
IOC-CPS-045558,CPS,Coordinated PIN Spike,497116,Surguja,Chhattisgarh,2026-01-12,2025-09-01 00:00:00,2025-12-29 00:00:00,4.6520689200092304,MEDIUM,29.90058656993204,6.0,"Coordinated spike: Enrollment 14.4x, Demo 58.2x, Bio 17.1x",Establish baseline. Track for potential escalation.,ALERT-002900,OPEN,UNASSIGNED,2026-01-12 19:38:53,3
IOC-BIO-020695,BIO,Biometric Churn,803107,Nalanda,Bihar,2026-01-12,2025-09-01 00:00:00,2025-12-31 00:00:00,4.650065165905434,MEDIUM,11.465,0.3,Biometric recapture ratio 1146.5% exceeds threshold of 30%,Track operator patterns over next 30 days.,ALERT-002901,OPEN,UNASSIGNED,2026-01-12 19:38:53,3
IOC-DMS-008217,DMS,Demographic Surge,803107,Nalanda,Bihar,2026-01-12,2025-09-01 00:00:00,2025-12-31 00:00:00,4.650065165905434,MEDIUM,34.391304347826086,3.0,Demographic update velocity 34.39x exceeds threshold of 3.0x,Flag for next monthly audit cycle.,ALERT-002902,OPEN,UNASSIGNED,2026-01-12 19:38:53,3
IOC-CPS-045130,CPS,Coordinated PIN Spike,803107,Nalanda,Bihar,2026-01-12,2025-09-01 00:00:00,2025-12-31 00:00:00,4.650065165905434,MEDIUM,23.470052378543983,6.0,"Coordinated spike: Enrollment 22.2x, Demo 34.4x, Bio 13.8x",Establish baseline. Track for potential escalation.,ALERT-002903,OPEN,UNASSIGNED,2026-01-12 19:38:53,3
IOC-MES-000844,MES,Mass Enrollment Spike,803107,Nalanda,Bihar,2026-01-12,2025-09-01 00:00:00,2025-12-31 00:00:00,4.650065165905434,MEDIUM,22.22222222222222,4.0,Enrollment velocity 22.22x exceeds threshold of 4.0x,Add to weekly review queue. Monitor for escalation.,ALERT-002904,OPEN,UNASSIGNED,2026-01-12 19:38:53,3
IOC-MES-002954,MES,Mass Enrollment Spike,487118,Narsinghpur,Madhya Pradesh,2026-01-12,2025-07-01 00:00:00,2025-12-31 00:00:00,4.645594427686401,MEDIUM,28.622222222222224,4.0,Enrollment velocity 28.62x exceeds threshold of 4.0x,Add to weekly review queue. Monitor for escalation.,ALERT-002905,OPEN,UNASSIGNED,2026-01-12 19:38:53,3
IOC-DMS-010591,DMS,Demographic Surge,487118,Narsinghpur,Madhya Pradesh,2026-01-12,2025-07-01 00:00:00,2025-12-31 00:00:00,4.645594427686401,MEDIUM,15.321256038647343,3.0,Demographic update velocity 15.32x exceeds threshold of 3.0x,Flag for next monthly audit cycle.,ALERT-002906,OPEN,UNASSIGNED,2026-01-12 19:38:53,3
IOC-BIO-029176,BIO,Biometric Churn,487118,Narsinghpur,Madhya Pradesh,2026-01-12,2025-07-01 00:00:00,2025-12-31 00:00:00,4.645594427686401,MEDIUM,6.21972049689441,0.3,Biometric recapture ratio 622.0% exceeds threshold of 30%,Track operator patterns over next 30 days.,ALERT-002907,OPEN,UNASSIGNED,2026-01-12 19:38:53,3
IOC-CPS-046560,CPS,Coordinated PIN Spike,487118,Narsinghpur,Madhya Pradesh,2026-01-12,2025-07-01 00:00:00,2025-12-31 00:00:00,4.645594427686401,MEDIUM,17.861223599993025,6.0,"Coordinated spike: Enrollment 28.6x, Demo 15.3x, Bio 9.6x",Establish baseline. Track for potential escalation.,ALERT-002908,OPEN,UNASSIGNED,2026-01-12 19:38:53,3
IOC-CPS-045497,CPS,Coordinated PIN Spike,493445,Mahasamund,Chhattisgarh,2026-01-12,2025-09-01 00:00:00,2025-12-31 00:00:00,4.644228988034983,MEDIUM,47.419613759105204,6.0,"Coordinated spike: Enrollment 14.6x, Demo 94.0x, Bio 33.7x",Establish baseline. Track for potential escalation.,ALERT-002909,OPEN,UNASSIGNED,2026-01-12 19:38:53,3
IOC-MES-001302,MES,Mass Enrollment Spike,493445,Mahasamund,Chhattisgarh,2026-01-12,2025-09-01 00:00:00,2025-12-31 00:00:00,4.644228988034983,MEDIUM,14.577777777777778,4.0,Enrollment velocity 14.58x exceeds threshold of 4.0x,Add to weekly review queue. Monitor for escalation.,ALERT-002910,OPEN,UNASSIGNED,2026-01-12 19:38:53,3
IOC-BIO-021528,BIO,Biometric Churn,493445,Mahasamund,Chhattisgarh,2026-01-12,2025-09-01 00:00:00,2025-12-31 00:00:00,4.644228988034983,MEDIUM,42.68140243902439,0.3,Biometric recapture ratio 4268.1% exceeds threshold of 30%,Track operator patterns over next 30 days.,ALERT-002912,OPEN,UNASSIGNED,2026-01-12 19:38:53,3
IOC-BIO-022364,BIO,Biometric Churn,389151,Dohad,Gujarat,2026-01-12,2025-06-01 00:00:00,2025-12-31 00:00:00,4.670361621014997,MEDIUM,2.0779559865721744,0.3,Biometric recapture ratio 207.8% exceeds threshold of 30%,Track operator patterns over next 30 days.,ALERT-002857,OPEN,UNASSIGNED,2026-01-12 19:38:53,3
IOC-DMS-008759,DMS,Demographic Surge,493558,Mahasamund,Chhattisgarh,2026-01-12,2025-09-01 00:00:00,2025-12-31 00:00:00,4.6748059884361535,MEDIUM,99.69323671497584,3.0,Demographic update velocity 99.69x exceeds threshold of 3.0x,Flag for next monthly audit cycle.,ALERT-002856,OPEN,UNASSIGNED,2026-01-12 19:38:53,3
